episode,reward,steps
694,-179.73047801297457,42
695,-192.4361571779108,38
696,-217.91363708513063,49
697,-237.62275081213141,53
698,-228.228303268776,45
699,-193.71807697706555,51
700,-148.2527620720851,37
701,-197.19899622219793,45
702,-219.8910799317296,39
703,-223.86328777889696,47
704,100.0,1
705,-236.5009562052526,42
706,-146.5573892908695,39
707,-188.409863747094,42
708,-213.65695339484873,38
709,-267.8485065740847,57
710,-199.95460225715016,50
711,-219.33139200943876,46
712,-197.99573777006393,36
713,-143.53238549379762,40
714,-183.0561974940431,40
715,-269.53368353219935,53
716,-214.26590868086922,43
717,-189.75827454678654,50
718,-263.7119024942485,67
719,-169.59987776753673,51
720,-287.2309370032599,60
721,-196.88315200245748,39
722,-156.04415049782713,45
723,-233.83031736841312,47
724,-193.62860523907543,47
725,-227.73466483653877,58
726,-187.21108668310555,36
727,-261.750585678252,56
728,-125.89263692694084,42
729,-132.31952858408357,41
730,-155.84976434332071,43
731,-174.31960611006127,44
732,-276.08133466628215,60
733,-194.76418175578794,38
734,-188.3227881517455,59
735,-234.29033673822883,57
736,-228.55337309870393,44
737,-166.1152192771982,41
738,-187.8698260650111,45
739,-220.41700858577826,63
740,-151.61909200267695,36
741,-168.2609043844031,36
742,-198.3755339223558,39
743,-187.2143363844823,42
744,-217.68327836778863,55
745,-199.08702242760583,49
746,-226.33514378815806,59
747,-166.43422737987999,52
748,-194.17753297641912,49
749,-177.47903626145884,46
750,-209.19652502423358,42
751,-272.73234242431,58
752,-278.91962313144484,65
753,-224.20072233509651,53
754,-229.20085731361084,45
755,-169.39768162967843,39
756,-272.6286267546899,60
757,-149.19403971437617,40
758,-194.93778722144964,40
759,-294.4345203227373,61
760,-252.5483177767419,49
761,-272.3229226707879,54
762,-199.76247823248596,43
763,-92.0177624497609,38
764,-200.16728010089534,53
765,-195.0436638261042,37
766,-186.97227980281858,35
767,-149.77995687669392,40
768,-158.43067481450475,37
769,-304.2561957307838,65
770,-245.5161348833656,64
771,-186.7112096775729,40
772,-194.7275091911612,46
773,-171.51622633358545,37
774,-186.9036197887128,39
775,-183.42639452559612,40
776,-201.99115631479737,44
777,-204.87569286024333,39
778,-258.4691614896866,58
779,-237.3556970753218,64
780,-201.4400120476922,59
781,-277.7776409511219,61
782,-221.59939081367799,45
783,-226.09141720566964,47
784,-231.5342793608966,60
785,-226.6099830020114,44
786,-169.206565733574,36
787,-193.1782014989468,54
788,-220.11135407853644,51
789,-237.03791122767603,49
790,-143.72431179939048,45
791,-245.8547384780516,59
792,-185.49600637370145,50
793,-176.7164030408822,41
794,-180.74637972144964,54
795,-233.62726914260702,59
796,-246.25668124810616,48
797,-288.0306266568047,58
798,-238.07794920025262,46
799,-166.0934385112032,37
800,-196.57543440401417,37
801,-225.53339706330758,43
802,-232.917389646741,45
803,-203.7673359850824,39
804,-242.33068149339874,56
805,-272.9445534043764,55
806,-227.56102300958588,39
807,-164.54439950490638,45
808,-191.17618724897693,36
809,-184.3456464104868,37
810,-133.89899278080054,39
811,-172.0079967969553,44
812,-181.7524824586106,46
813,-188.07053739433198,42
814,-196.97903088825214,37
815,-145.94900112751105,35
816,-269.2787590883982,57
817,-166.7488789232849,49
818,-241.1208465093338,56
819,-218.2829913417822,43
820,-208.37470269785868,50
821,-235.79896040675715,43
822,-186.96958413359755,37
823,-264.01378678336926,61
824,-272.53230839925243,54
825,-119.93851625871801,39
826,-222.8538035073461,46
827,-209.22187212608029,46
828,-283.01908525250224,59
829,-236.99974518952124,46
830,-241.52713201766204,45
831,-290.2150958102929,59
832,-195.22371964405627,66
833,-131.59241887105122,41
834,-187.3316291191832,35
835,-203.94696376004472,48
836,-157.8923187440712,36
837,-187.53826930822785,37
838,-159.22043993423992,37
839,-253.61002099452742,57
840,-301.9645737348926,60
841,-246.34004756277596,45
842,-251.20320284647545,63
843,100.0,1
844,-160.50114570186764,40
845,-249.96443517935455,57
846,-184.61189542419086,38
847,-307.3699974828671,64
848,-263.03815850996216,52
849,-186.12276124593419,36
850,-189.0815330643655,36
851,-284.5868907413608,54
852,-209.21236518685393,36
853,-216.66905782008004,61
854,-218.0371342073516,38
855,-251.7857410675624,53
856,-205.68791666987303,35
857,-234.89154700248938,52
858,-137.10413289548706,39
859,-257.60097103141607,45
860,-234.58101446952998,61
861,-222.51371749810846,37
862,-221.68403629245276,40
863,-204.91935382316035,37
864,-242.41818573571786,42
865,-290.5483948611357,54
866,-210.78295275841157,39
867,-232.25905787287755,43
868,-214.2391827706756,42
869,-259.86806234687344,56
870,-146.56403641378938,35
871,-211.26229222237825,36
872,-141.76928294177173,37
873,-91.71306133703622,35
874,-192.2419529300736,35
875,-182.76411715053854,43
876,-172.07201311761182,48
877,-257.72866599571466,49
878,-182.67679618973975,55
879,-178.9976749619301,56
880,-161.95474994181535,43
881,-225.95581368171446,55
882,-262.20080391332147,57
883,-207.5025784508833,52
884,-175.39828141584593,37
885,-206.7241709191902,41
886,-178.67832167281438,39
887,-128.23790957502717,38
888,-186.22021600870877,38
889,-205.21609812606155,52
890,-286.1306122149705,58
891,-205.2624353058282,48
892,-239.43607948699812,51
893,-174.90000311461205,41
894,-188.74421124643848,36
895,-162.9902207574076,41
896,-172.46752665581357,41
897,-222.61487070298136,46
898,-241.7567745057493,54
899,-117.17169943984877,41
900,-216.00025825101957,42
901,-166.29441831661285,37
902,-138.54805624638166,42
903,-247.81240588235232,58
904,-277.59474716584,58
905,-211.96216300058293,59
906,-174.8032729971283,45
907,-260.84508447544374,62
908,-241.4117173387242,63
909,-166.89207052683415,38
910,-130.4179057514787,38
911,-174.47180364172095,45
912,-254.577477701642,52
913,-217.5892740095497,35
914,100.0,1
915,-146.56482811797065,37
916,-220.0431666029024,37
917,-230.9901633504351,47
918,-175.91580591652178,35
919,-240.55255729242612,39
920,-207.89275566848826,36
921,-232.42035544137855,41
922,-200.61524804500127,35
923,-209.3551066495422,47
924,-168.54919938001194,35
925,-212.26767761960093,43
926,-199.98492713986244,38
927,-262.23563914688964,58
928,-205.98594148707852,39
929,-179.3519071009792,35
930,-207.13912427096176,36
931,-216.26548768733485,38
932,-158.03288639531908,35
933,-135.09079910751421,40
934,-257.5630344543566,44
935,-224.18338923892722,52
936,-199.64504670985892,42
937,-220.87726887109093,45
938,-346.61678419757857,62
939,-239.01376401137125,39
940,-199.3864030614669,45
941,-310.13927288912106,56
942,-266.6094464462906,46
943,-220.32893297350373,39
944,-221.35914666535498,36
945,-198.64041369244129,50
946,-300.2954348913436,52
947,-216.146056938228,44
948,-258.1680469857666,48
949,-146.29270026871245,45
950,-245.79128628425593,42
951,-213.30081585537408,44
952,-254.02748944232,42
953,-176.44593807214073,43
954,-200.99016125464672,40
955,-197.25765848931252,42
956,-211.71480523231705,37
957,-198.24489547627135,37
958,-230.0576752448768,49
959,-146.15220470928398,37
960,-270.8825462213316,57
961,-181.08916651309468,44
962,-205.10821527734652,52
